CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,R_Num,F_Num,M_Num,RFM_Numeric,RFM_Score,Segment
18737,828,1,1311.7151451534855,2,2,2,2,2,2,6,222,Inactive
10593,630,3,5902.022824597963,3,4,4,3,4,4,11,344,VIP
14839,828,1,1601.166305486623,2,2,2,2,2,2,6,222,Inactive
17394,827,1,866.8297403062529,2,2,1,2,2,1,5,221,Inactive
19651,827,1,5451.8192262756975,2,2,4,2,2,4,8,224,Inactive
13493,827,1,2181.3601839294065,2,2,2,2,2,2,6,222,Inactive
16164,737,2,5695.417909081008,2,4,4,2,4,4,10,244,At-Risk
12672,127,2,9139.051873156059,4,4,4,4,4,4,12,444,VIP
14200,445,3,2005.5607198442046,3,4,2,3,4,2,9,342,Loyal
10016,50,2,1324.1682591109784,4,4,2,4,4,2,10,442,Loyal
13191,262,2,3383.1981909709148,4,4,3,4,4,3,11,443,VIP
10392,682,2,6554.189142066991,2,4,4,2,4,4,10,244,At-Risk
18616,735,2,6324.2631571399725,2,4,4,2,4,4,10,244,At-Risk
16272,786,2,6039.247333599324,2,4,4,2,4,4,10,244,At-Risk
13631,824,1,1180.941643842892,2,2,2,2,2,2,6,222,Inactive
19312,823,1,4886.583162789614,2,2,4,2,2,4,8,224,Inactive
17177,823,1,595.7904736826495,2,2,1,2,2,1,5,221,Inactive
13897,822,1,125.50689374886888,2,2,1,2,2,1,5,221,Inactive
18123,822,1,1695.2931453036772,2,2,2,2,2,2,6,222,Inactive
12279,822,1,3987.8203136730285,2,2,3,2,2,3,7,223,Inactive
18980,821,1,6435.765217092591,2,2,4,2,2,4,8,224,Inactive
17451,821,1,4219.716926773323,2,2,3,2,2,3,7,223,Inactive
12247,820,1,4604.616295502978,2,2,3,2,2,3,7,223,Inactive
17088,820,1,3510.1424387780844,2,2,3,2,2,3,7,223,Inactive
10078,819,1,277.19486717984273,2,2,1,2,2,1,5,221,Inactive
18080,199,2,1939.3755431573118,4,4,2,4,4,2,10,442,Loyal
13926,819,1,186.33204277753683,2,2,1,2,2,1,5,221,Inactive
19047,818,1,3758.150429061438,2,2,3,2,2,3,7,223,Inactive
16230,817,1,8873.752278828064,2,2,4,2,2,4,8,224,Inactive
19223,817,1,2364.8080918839523,2,2,2,2,2,2,6,222,Inactive
14940,817,1,846.2620754051039,2,2,1,2,2,1,5,221,Inactive
13271,817,1,3351.1760842554963,2,2,3,2,2,3,7,223,Inactive
13456,588,2,3034.5114938606694,3,4,3,3,4,3,10,343,VIP
17788,816,1,3061.9231683252824,2,2,3,2,2,3,7,223,Inactive
18599,816,1,3417.6236383661835,2,2,3,2,2,3,7,223,Inactive
17650,815,1,356.3003273978825,2,2,1,2,2,1,5,221,Inactive
11668,815,1,1890.1969423170538,2,2,2,2,2,2,6,222,Inactive
10147,814,1,563.9840362953134,2,2,1,2,2,1,5,221,Inactive
10365,260,2,3866.5329683673626,4,4,3,4,4,3,11,443,VIP
19866,814,1,3339.791468022634,2,2,3,2,2,3,7,223,Inactive
14531,813,1,325.60502034525103,2,2,1,2,2,1,5,221,Inactive
15330,283,2,3637.7307770846874,4,4,3,4,4,3,11,443,VIP
15510,813,1,405.17389363157486,2,2,1,2,2,1,5,221,Inactive
18964,812,1,3915.1031934082803,2,2,3,2,2,3,7,223,Inactive
15439,812,1,5586.130903631002,2,2,4,2,2,4,8,224,Inactive
16511,134,2,6746.870856086773,4,4,4,4,4,4,12,444,VIP
17504,95,2,7939.239189666592,4,4,4,4,4,4,12,444,VIP
11246,810,1,3728.071673605437,2,2,3,2,2,3,7,223,Inactive
13839,251,2,598.9282171704303,4,4,1,4,4,1,9,441,Loyal
18551,118,2,4011.4878880414462,4,4,3,4,4,3,11,443,VIP
12376,810,1,4270.733383956721,2,2,3,2,2,3,7,223,Inactive
19154,809,1,7843.84203494278,2,2,4,2,2,4,8,224,Inactive
11827,50,2,626.2047171777767,4,4,1,4,4,1,9,441,Loyal
16979,808,1,1873.2438785812706,2,2,2,2,2,2,6,222,Inactive
19805,808,1,1400.5873780102634,2,2,2,2,2,2,6,222,Inactive
19832,808,1,269.7584787381008,2,2,1,2,2,1,5,221,Inactive
18569,807,1,1456.8633761291005,2,2,2,2,2,2,6,222,Inactive
14285,807,1,2935.7342402983195,2,2,3,2,2,3,7,223,Inactive
18561,807,1,2957.163584356614,2,2,3,2,2,3,7,223,Inactive
12196,797,2,3273.92197881241,2,4,3,2,4,3,9,243,At-Risk
13747,555,2,3037.1651587392516,3,4,3,3,4,3,10,343,VIP
18843,806,1,968.9235080376295,2,2,1,2,2,1,5,221,Inactive
15978,805,1,652.1942476652798,2,2,1,2,2,1,5,221,Inactive
15607,805,1,596.0460705823199,2,2,1,2,2,1,5,221,Inactive
10780,805,1,515.7980599912254,2,2,1,2,2,1,5,221,Inactive
13983,779,2,3101.1661184449035,2,4,3,2,4,3,9,243,At-Risk
18714,803,1,534.8865401488903,2,2,1,2,2,1,5,221,Inactive
10521,803,1,496.92227787124324,2,2,1,2,2,1,5,221,Inactive
17569,802,1,1326.1968070158034,2,2,2,2,2,2,6,222,Inactive
15784,802,1,5099.4954017057435,2,2,4,2,2,4,8,224,Inactive
14583,802,1,4111.420478946497,2,2,3,2,2,3,7,223,Inactive
15946,801,1,736.5085769740085,2,2,1,2,2,1,5,221,Inactive
14941,801,1,165.0008519305744,2,2,1,2,2,1,5,221,Inactive
16267,801,1,108.61973377949695,2,2,1,2,2,1,5,221,Inactive
17128,800,1,5075.801813278421,2,2,4,2,2,4,8,224,Inactive
12461,368,2,7059.954881146184,3,4,4,3,4,4,11,344,VIP
10685,752,2,2252.6461938029033,2,4,2,2,4,2,8,242,At-Risk
12160,800,1,7193.540782489411,2,2,4,2,2,4,8,224,Inactive
17031,241,2,8970.940383847004,4,4,4,4,4,4,12,444,VIP
15341,799,1,1030.7078166613849,2,2,2,2,2,2,6,222,Inactive
14875,233,3,8687.93073339922,4,4,4,4,4,4,12,444,VIP
17697,340,2,8421.155923358903,3,4,4,3,4,4,11,344,VIP
17165,797,1,5113.500926393315,2,2,4,2,2,4,8,224,Inactive
17527,796,1,192.47604297959117,2,2,1,2,2,1,5,221,Inactive
16381,204,2,6509.130150788938,4,4,4,4,4,4,12,444,VIP
10646,796,1,6364.813493790572,2,2,4,2,2,4,8,224,Inactive
19951,795,1,5301.9904617999455,2,2,4,2,2,4,8,224,Inactive
18789,795,1,3141.016772254162,2,2,3,2,2,3,7,223,Inactive
19560,794,1,2178.4194337866606,2,2,2,2,2,2,6,222,Inactive
17003,794,1,710.6624749339962,2,2,1,2,2,1,5,221,Inactive
13537,794,1,90.4373678304165,2,2,1,2,2,1,5,221,Inactive
14558,793,1,283.31935875500176,2,2,1,2,2,1,5,221,Inactive
16579,420,2,9410.183806945504,3,4,4,3,4,4,11,344,VIP
18474,793,1,7237.820796088596,2,2,4,2,2,4,8,224,Inactive
19678,793,1,4629.831715462706,2,2,3,2,2,3,7,223,Inactive
14082,428,2,6693.848059673931,3,4,4,3,4,4,11,344,VIP
14183,792,1,3697.949088866401,2,2,3,2,2,3,7,223,Inactive
18652,484,2,261.4401167393043,3,4,1,3,4,1,8,341,Loyal
13754,791,1,3671.423529199805,2,2,3,2,2,3,7,223,Inactive
11724,170,3,2863.8565853029504,4,4,3,4,4,3,11,443,VIP
11376,791,1,2928.6302756827336,2,2,3,2,2,3,7,223,Inactive
18706,250,2,8513.229357843993,4,4,4,4,4,4,12,444,VIP
18894,790,1,353.32102567935834,2,2,1,2,2,1,5,221,Inactive
11653,790,1,67.39824674269056,2,2,1,2,2,1,5,221,Inactive
12066,790,1,2037.9673619697098,2,2,2,2,2,2,6,222,Inactive
10022,789,1,5240.894902253436,2,2,4,2,2,4,8,224,Inactive
12460,789,1,348.354899785973,2,2,1,2,2,1,5,221,Inactive
15926,789,1,1214.008764093488,2,2,2,2,2,2,6,222,Inactive
16251,117,2,3135.29768673636,4,4,3,4,4,3,11,443,VIP
19496,541,2,6321.115861474988,3,4,4,3,4,4,11,344,VIP
17295,555,2,570.3594539953435,3,4,1,3,4,1,8,341,Loyal
16279,787,1,1437.2634042406485,2,2,2,2,2,2,6,222,Inactive
18553,787,1,1448.4935191989673,2,2,2,2,2,2,6,222,Inactive
17353,787,1,4591.246258009004,2,2,3,2,2,3,7,223,Inactive
13727,786,1,8.501799293548892,2,2,1,2,2,1,5,221,Inactive
15995,786,1,15.705361268587922,2,2,1,2,2,1,5,221,Inactive
19476,786,1,4398.8140586095715,2,2,3,2,2,3,7,223,Inactive
10448,785,1,2791.789696786796,2,2,3,2,2,3,7,223,Inactive
18033,340,2,5268.952147595548,3,4,4,3,4,4,11,344,VIP
12520,784,1,392.2859252790073,2,2,1,2,2,1,5,221,Inactive
11428,783,1,950.2976807925729,2,2,1,2,2,1,5,221,Inactive
13967,783,1,20.861020741340617,2,2,1,2,2,1,5,221,Inactive
16445,783,1,471.1312478325967,2,2,1,2,2,1,5,221,Inactive
19114,142,2,5246.932269359304,4,4,4,4,4,4,12,444,VIP
12159,782,1,77.04071895136957,2,2,1,2,2,1,5,221,Inactive
15132,782,1,1209.7171446010375,2,2,2,2,2,2,6,222,Inactive
12547,176,2,3707.7438240377287,4,4,3,4,4,3,11,443,VIP
12979,176,2,6228.959104977215,4,4,4,4,4,4,12,444,VIP
12649,781,1,1229.1473305972763,2,2,2,2,2,2,6,222,Inactive
18505,781,1,1628.9195250440625,2,2,2,2,2,2,6,222,Inactive
11037,780,1,1720.08202022506,2,2,2,2,2,2,6,222,Inactive
13489,414,2,12014.907784362878,3,4,4,3,4,4,11,344,VIP
17604,779,1,1417.2495262707507,2,2,2,2,2,2,6,222,Inactive
17544,626,3,9265.556838431516,3,4,4,3,4,4,11,344,VIP
12634,779,1,185.66998565310166,2,2,1,2,2,1,5,221,Inactive
11778,778,1,4333.514324837408,2,2,3,2,2,3,7,223,Inactive
17902,778,1,353.6639937372435,2,2,1,2,2,1,5,221,Inactive
15110,710,2,1205.7805692642587,2,4,2,2,4,2,8,242,At-Risk
17378,777,1,863.3075519141127,2,2,1,2,2,1,5,221,Inactive
11124,519,2,5197.677210935732,3,4,4,3,4,4,11,344,VIP
10697,776,1,560.8748760750899,2,2,1,2,2,1,5,221,Inactive
12179,440,2,6019.2142935137745,3,4,4,3,4,4,11,344,VIP
19596,776,1,1195.0301992745922,2,2,2,2,2,2,6,222,Inactive
15251,776,1,2586.6751909611357,2,2,3,2,2,3,7,223,Inactive
11929,775,1,6829.723793047402,2,2,4,2,2,4,8,224,Inactive
11013,775,1,491.79968817708044,2,2,1,2,2,1,5,221,Inactive
10226,193,3,4833.190121424667,4,4,3,4,4,3,11,443,VIP
17321,774,1,2148.0357147431496,2,2,2,2,2,2,6,222,Inactive
17909,774,1,26.98855432221309,2,2,1,2,2,1,5,221,Inactive
12023,773,1,3779.679543837981,2,2,3,2,2,3,7,223,Inactive
14966,773,1,1731.0471811998825,2,2,2,2,2,2,6,222,Inactive
15891,772,1,4241.513011357993,2,2,3,2,2,3,7,223,Inactive
11080,772,1,263.4028388983676,2,2,1,2,2,1,5,221,Inactive
15036,772,1,457.5931463451635,2,2,1,2,2,1,5,221,Inactive
12563,772,1,3659.141940993979,2,2,3,2,2,3,7,223,Inactive
13586,771,1,967.5410747401856,2,2,1,2,2,1,5,221,Inactive
16841,770,1,3195.3544828822737,2,2,3,2,2,3,7,223,Inactive
16643,770,1,3053.1069650219906,2,2,3,2,2,3,7,223,Inactive
13959,739,2,6860.984675982558,2,4,4,2,4,4,10,244,At-Risk
13390,769,1,5297.07932399112,2,2,4,2,2,4,8,224,Inactive
16354,768,1,3324.8712394255467,2,2,3,2,2,3,7,223,Inactive
19324,637,2,5399.763007812622,3,4,4,3,4,4,11,344,VIP
10541,767,1,2011.7417461461173,2,2,2,2,2,2,6,222,Inactive
15433,694,2,3902.220106017114,2,4,3,2,4,3,9,243,At-Risk
15093,646,2,2141.4623840744234,2,4,2,2,4,2,8,242,At-Risk
10867,767,1,560.7373674970805,2,2,1,2,2,1,5,221,Inactive
15469,766,1,4427.027780653502,2,2,3,2,2,3,7,223,Inactive
16256,766,1,2620.031350831208,2,2,3,2,2,3,7,223,Inactive
19398,765,1,5090.182692933109,2,2,4,2,2,4,8,224,Inactive
11169,765,1,1726.2139986335014,2,2,2,2,2,2,6,222,Inactive
11651,765,1,2386.598971246457,2,2,2,2,2,2,6,222,Inactive
12810,764,1,2478.125271189513,2,2,2,2,2,2,6,222,Inactive
18667,764,1,2468.9263161834747,2,2,2,2,2,2,6,222,Inactive
19518,126,2,3917.932362839861,4,4,3,4,4,3,11,443,VIP
11019,763,1,2568.1074990196407,2,2,2,2,2,2,6,222,Inactive
11283,704,2,7473.620715639595,2,4,4,2,4,4,10,244,At-Risk
12010,762,1,4349.658476107616,2,2,3,2,2,3,7,223,Inactive
18590,762,1,358.47307622908363,2,2,1,2,2,1,5,221,Inactive
12171,761,1,4059.368227262004,2,2,3,2,2,3,7,223,Inactive
18266,760,1,2962.1578594516805,2,2,3,2,2,3,7,223,Inactive
13471,760,1,573.5842917764362,2,2,1,2,2,1,5,221,Inactive
19028,760,1,1126.9596352539354,2,2,2,2,2,2,6,222,Inactive
15624,619,2,4523.154009763522,3,4,3,3,4,3,10,343,VIP
18329,759,1,1876.7004525960233,2,2,2,2,2,2,6,222,Inactive
12097,759,1,3467.1913149893835,2,2,3,2,2,3,7,223,Inactive
16397,758,1,74.87923454067034,2,2,1,2,2,1,5,221,Inactive
12757,758,1,5294.5293014204735,2,2,4,2,2,4,8,224,Inactive
13920,758,1,5102.321759795406,2,2,4,2,2,4,8,224,Inactive
18186,757,1,118.32310196847158,2,2,1,2,2,1,5,221,Inactive
11900,605,2,2973.625861656618,3,4,3,3,4,3,10,343,VIP
12610,418,2,2914.732579071283,3,4,3,3,4,3,10,343,VIP
16900,756,1,103.95812133746149,2,2,1,2,2,1,5,221,Inactive
11449,110,3,9822.057049767856,4,4,4,4,4,4,12,444,VIP
18738,756,1,512.0214615874077,2,2,1,2,2,1,5,221,Inactive
15017,755,1,3985.6707558358758,2,2,3,2,2,3,7,223,Inactive
17999,755,1,1909.0122505239835,2,2,2,2,2,2,6,222,Inactive
12096,755,1,5243.911876155946,2,2,4,2,2,4,8,224,Inactive
18895,754,1,1819.6127736182013,2,2,2,2,2,2,6,222,Inactive
16404,754,1,374.55143053840374,2,2,1,2,2,1,5,221,Inactive
13331,753,1,70.34560798253483,2,2,1,2,2,1,5,221,Inactive
17462,753,1,877.1687869541308,2,2,1,2,2,1,5,221,Inactive
13384,752,1,664.3083591168713,2,2,1,2,2,1,5,221,Inactive
17531,127,2,6568.588572167285,4,4,4,4,4,4,12,444,VIP
14283,751,1,1335.2930265560412,2,2,2,2,2,2,6,222,Inactive
17736,751,1,4696.096619851348,2,2,3,2,2,3,7,223,Inactive
17710,751,1,92.60119952403947,2,2,1,2,2,1,5,221,Inactive
16868,750,1,291.34369676670696,2,2,1,2,2,1,5,221,Inactive
11431,619,2,5437.015693882177,3,4,4,3,4,4,11,344,VIP
19067,85,2,6150.365914646974,4,4,4,4,4,4,12,444,VIP
14713,31,3,10476.406131982234,4,4,4,4,4,4,12,444,VIP
19557,749,1,5611.8876479676865,2,2,4,2,2,4,8,224,Inactive
14998,748,1,6311.472953052578,2,2,4,2,2,4,8,224,Inactive
10162,748,1,848.7881273725053,2,2,1,2,2,1,5,221,Inactive
11974,748,1,1997.7506653626692,2,2,2,2,2,2,6,222,Inactive
18461,747,1,1195.156305930095,2,2,2,2,2,2,6,222,Inactive
10631,747,1,1025.1916123241192,2,2,2,2,2,2,6,222,Inactive
10905,746,1,5889.641892400763,2,2,4,2,2,4,8,224,Inactive
12014,553,2,5792.670537913144,3,4,4,3,4,4,11,344,VIP
19833,746,1,1301.1548860824432,2,2,2,2,2,2,6,222,Inactive
17896,746,1,2786.581885074736,2,2,3,2,2,3,7,223,Inactive
10204,309,2,4318.0340486439745,3,4,3,3,4,3,10,343,VIP
10581,745,1,990.7947954594359,2,2,2,2,2,2,6,222,Inactive
19032,68,2,9088.593242832749,4,4,4,4,4,4,12,444,VIP
15347,576,2,4122.8596923802825,3,4,3,3,4,3,10,343,VIP
12643,743,1,875.0965775798371,2,2,1,2,2,1,5,221,Inactive
12297,743,1,963.482033642183,2,2,1,2,2,1,5,221,Inactive
10874,743,1,240.95110276336845,2,2,1,2,2,1,5,221,Inactive
19614,741,1,3551.145483101672,2,2,3,2,2,3,7,223,Inactive
17927,454,3,4630.442252247663,3,4,3,3,4,3,10,343,VIP
11171,741,1,5137.016061682996,2,2,4,2,2,4,8,224,Inactive
15591,740,1,750.6430821518632,2,2,1,2,2,1,5,221,Inactive
16285,739,1,1040.0441595081006,2,2,2,2,2,2,6,222,Inactive
15432,738,1,1213.9452582973847,2,2,2,2,2,2,6,222,Inactive
14260,738,1,4821.279987635669,2,2,3,2,2,3,7,223,Inactive
12361,738,1,3329.2775701351625,2,2,3,2,2,3,7,223,Inactive
13670,737,1,222.42509987336985,2,2,1,2,2,1,5,221,Inactive
11753,737,1,4780.091580743943,2,2,3,2,2,3,7,223,Inactive
18100,155,2,902.4473825078734,4,4,1,4,4,1,9,441,Loyal
11938,736,1,2637.4437807655927,2,2,3,2,2,3,7,223,Inactive
18562,736,1,317.13421723542683,2,2,1,2,2,1,5,221,Inactive
15976,736,1,2738.969736253834,2,2,3,2,2,3,7,223,Inactive
16304,735,1,191.50720500801017,2,2,1,2,2,1,5,221,Inactive
17345,734,1,4968.775667655355,2,2,4,2,2,4,8,224,Inactive
17875,734,1,1920.22354988897,2,2,2,2,2,2,6,222,Inactive
16633,734,1,741.5315346708985,2,2,1,2,2,1,5,221,Inactive
10597,733,1,1294.1089324636243,2,2,2,2,2,2,6,222,Inactive
13062,733,1,2048.028731687983,2,2,2,2,2,2,6,222,Inactive
10572,248,2,692.5366252002585,4,4,1,4,4,1,9,441,Loyal
17521,732,1,2994.2838500523376,2,2,3,2,2,3,7,223,Inactive
16171,732,1,4444.8525601829015,2,2,3,2,2,3,7,223,Inactive
17097,731,1,1683.3146309250799,2,2,2,2,2,2,6,222,Inactive
12090,731,1,1623.7711408144166,2,2,2,2,2,2,6,222,Inactive
16566,731,1,4176.493313521215,2,2,3,2,2,3,7,223,Inactive
14624,107,2,6924.388239051188,4,4,4,4,4,4,12,444,VIP
11517,147,3,9150.853567880835,4,4,4,4,4,4,12,444,VIP
13648,729,1,1367.5311838147504,2,2,2,2,2,2,6,222,Inactive
11537,729,1,5774.2554478056445,2,2,4,2,2,4,8,224,Inactive
13137,729,1,1059.611637339241,2,2,2,2,2,2,6,222,Inactive
16985,729,1,161.20306405577733,2,2,1,2,2,1,5,221,Inactive
10097,728,1,6148.719113747212,2,2,4,2,2,4,8,224,Inactive
13750,728,1,1287.7702637397124,2,2,2,2,2,2,6,222,Inactive
18535,728,1,1611.285788578958,2,2,2,2,2,2,6,222,Inactive
18174,727,1,7153.565946408188,2,2,4,2,2,4,8,224,Inactive
18103,727,1,4560.101593745517,2,2,3,2,2,3,7,223,Inactive
15413,727,1,3570.0418559070904,2,2,3,2,2,3,7,223,Inactive
14666,727,1,2047.4753279892736,2,2,2,2,2,2,6,222,Inactive
10610,726,1,2567.307270628751,2,2,2,2,2,2,6,222,Inactive
11727,726,1,646.0784704297037,2,2,1,2,2,1,5,221,Inactive
15055,725,1,6965.834206311608,2,2,4,2,2,4,8,224,Inactive
12324,725,1,1869.9073279925863,2,2,2,2,2,2,6,222,Inactive
19369,370,2,7124.900004097295,3,4,4,3,4,4,11,344,VIP
19283,366,2,3121.165418984164,3,4,3,3,4,3,10,343,VIP
15774,724,1,1169.0856284416643,2,2,2,2,2,2,6,222,Inactive
16519,75,2,2674.3140790662287,4,4,3,4,4,3,11,443,VIP
11749,724,1,430.1759301601615,2,2,1,2,2,1,5,221,Inactive
10781,723,1,1214.2659948858882,2,2,2,2,2,2,6,222,Inactive
17548,723,1,3803.3533624142406,2,2,3,2,2,3,7,223,Inactive
16823,723,1,2286.8737577654333,2,2,2,2,2,2,6,222,Inactive
13867,15,2,4009.9463028786204,4,4,3,4,4,3,11,443,VIP
17193,722,1,1829.267020344144,2,2,2,2,2,2,6,222,Inactive
15879,721,1,894.8519803640577,2,2,1,2,2,1,5,221,Inactive
13970,132,3,11999.538068475229,4,4,4,4,4,4,12,444,VIP
19259,163,2,6885.920798802468,4,4,4,4,4,4,12,444,VIP
17264,720,1,2157.730435091385,2,2,2,2,2,2,6,222,Inactive
11577,720,1,109.31931282110935,2,2,1,2,2,1,5,221,Inactive
19203,537,2,4386.107982807586,3,4,3,3,4,3,10,343,VIP
12274,719,1,1602.9890669169936,2,2,2,2,2,2,6,222,Inactive
16744,719,1,36.56762896591933,2,2,1,2,2,1,5,221,Inactive
12426,360,2,4049.8712847252327,3,4,3,3,4,3,10,343,VIP
15546,608,2,9097.083894131269,3,4,4,3,4,4,11,344,VIP
16411,717,1,5970.772485332077,2,2,4,2,2,4,8,224,Inactive
10007,717,1,568.6333196593471,2,2,1,2,2,1,5,221,Inactive
18087,717,1,391.99927057554976,2,2,1,2,2,1,5,221,Inactive
12555,371,3,4004.8629608966176,3,4,3,3,4,3,10,343,VIP
10475,579,2,7556.679616674362,3,4,4,3,4,4,11,344,VIP
15416,716,1,111.8517381382417,2,2,1,2,2,1,5,221,Inactive
18676,321,2,6052.632021268742,3,4,4,3,4,4,11,344,VIP
16710,715,1,3048.735152415275,2,2,3,2,2,3,7,223,Inactive
15000,715,1,1498.8557953244667,2,2,2,2,2,2,6,222,Inactive
14654,21,2,3039.5139383304095,4,4,3,4,4,3,11,443,VIP
18078,714,1,811.9890770874442,2,2,1,2,2,1,5,221,Inactive
16063,714,1,2587.872530720472,2,2,3,2,2,3,7,223,Inactive
12285,713,1,564.0921031535306,2,2,1,2,2,1,5,221,Inactive
15223,487,2,740.4815148107103,3,4,1,3,4,1,8,341,Loyal
13525,713,1,7126.786847268333,2,2,4,2,2,4,8,224,Inactive
12822,712,1,46.713926794478944,2,2,1,2,2,1,5,221,Inactive
14943,712,1,6591.318970957492,2,2,4,2,2,4,8,224,Inactive
10258,711,1,5419.09831229812,2,2,4,2,2,4,8,224,Inactive
10282,711,1,469.72751322913655,2,2,1,2,2,1,5,221,Inactive
11898,711,1,5836.721808881356,2,2,4,2,2,4,8,224,Inactive
14135,195,2,6410.500645081651,4,4,4,4,4,4,12,444,VIP
16629,710,1,3746.759696611344,2,2,3,2,2,3,7,223,Inactive
13200,710,1,46.061997024514326,2,2,1,2,2,1,5,221,Inactive
17167,709,1,1251.614195303258,2,2,2,2,2,2,6,222,Inactive
10612,709,1,283.14072181919045,2,2,1,2,2,1,5,221,Inactive
10687,199,2,2878.390387823597,4,4,3,4,4,3,11,443,VIP
13690,708,1,5692.687557448424,2,2,4,2,2,4,8,224,Inactive
18804,708,1,2266.120118274851,2,2,2,2,2,2,6,222,Inactive
12307,536,2,3626.5494222923307,3,4,3,3,4,3,10,343,VIP
17133,708,1,79.86003302696491,2,2,1,2,2,1,5,221,Inactive
16509,105,2,1883.3235300400072,4,4,2,4,4,2,10,442,Loyal
19973,707,1,60.17895638631715,2,2,1,2,2,1,5,221,Inactive
15906,610,2,297.0736765079371,3,4,1,3,4,1,8,341,Loyal
12591,330,2,5242.879464770007,3,4,4,3,4,4,11,344,VIP
17183,665,2,1154.8451362943465,2,4,2,2,4,2,8,242,At-Risk
15248,706,1,4821.7308639132625,2,2,3,2,2,3,7,223,Inactive
15108,705,1,375.6334120968617,2,2,1,2,2,1,5,221,Inactive
13604,705,1,1076.6103991161278,2,2,2,2,2,2,6,222,Inactive
10669,705,1,1253.473160384078,2,2,2,2,2,2,6,222,Inactive
14364,704,1,192.30808973435387,2,2,1,2,2,1,5,221,Inactive
17329,704,1,1934.221947394264,2,2,2,2,2,2,6,222,Inactive
10923,703,1,6534.0515591356325,2,2,4,2,2,4,8,224,Inactive
11529,703,1,185.3849491787834,2,2,1,2,2,1,5,221,Inactive
19786,703,1,3326.8678574574346,2,2,3,2,2,3,7,223,Inactive
18438,702,1,645.9637366842176,2,2,1,2,2,1,5,221,Inactive
13711,702,1,2027.5582359964576,2,2,2,2,2,2,6,222,Inactive
16274,701,1,1789.0489272508896,2,2,2,2,2,2,6,222,Inactive
13864,701,1,4784.965754793399,2,2,3,2,2,3,7,223,Inactive
16788,700,1,1340.4904976876644,2,2,2,2,2,2,6,222,Inactive
10264,668,2,2514.5095943018996,2,4,2,2,4,2,8,242,At-Risk
19587,699,1,916.6663609196156,2,2,1,2,2,1,5,221,Inactive
12990,671,2,9861.00826716301,2,4,4,2,4,4,10,244,At-Risk
19346,698,1,278.780952955344,2,2,1,2,2,1,5,221,Inactive
10587,697,1,216.16876321128504,2,2,1,2,2,1,5,221,Inactive
19177,697,1,332.36236634892526,2,2,1,2,2,1,5,221,Inactive
13348,696,1,808.9946184286177,2,2,1,2,2,1,5,221,Inactive
16299,696,1,1519.1019756758535,2,2,2,2,2,2,6,222,Inactive
13831,696,1,249.38828758209647,2,2,1,2,2,1,5,221,Inactive
19433,488,2,2904.404822968738,3,4,3,3,4,3,10,343,VIP
18381,695,1,1470.964977081241,2,2,2,2,2,2,6,222,Inactive
19172,695,1,3465.9385812813616,2,2,3,2,2,3,7,223,Inactive
19890,94,2,3421.7422136055493,4,4,3,4,4,3,11,443,VIP
11715,694,1,2988.76994949892,2,2,3,2,2,3,7,223,Inactive
16450,694,1,750.5043697851321,2,2,1,2,2,1,5,221,Inactive
17096,693,1,4243.013939814149,2,2,3,2,2,3,7,223,Inactive
12326,693,1,2277.4135830310647,2,2,2,2,2,2,6,222,Inactive
16416,158,3,1302.983149009619,4,4,2,4,4,2,10,442,Loyal
16763,79,2,4864.782387256234,4,4,3,4,4,3,11,443,VIP
11674,692,1,146.82706083858847,2,2,1,2,2,1,5,221,Inactive
17950,691,1,2550.604303992118,2,2,2,2,2,2,6,222,Inactive
19122,691,1,3378.7345388225335,2,2,3,2,2,3,7,223,Inactive
16049,100,2,4880.184427996874,4,4,4,4,4,4,12,444,VIP
11089,690,1,154.09148619722694,2,2,1,2,2,1,5,221,Inactive
14578,690,1,3309.369776361147,2,2,3,2,2,3,7,223,Inactive
10155,689,1,417.78945134449026,2,2,1,2,2,1,5,221,Inactive
19262,689,1,8493.9743374255,2,2,4,2,2,4,8,224,Inactive
11958,689,1,861.6796660635633,2,2,1,2,2,1,5,221,Inactive
16344,596,2,4498.862018990772,3,4,3,3,4,3,10,343,VIP
16144,557,2,6121.105649240253,3,4,4,3,4,4,11,344,VIP
13830,687,1,5324.003011645385,2,2,4,2,2,4,8,224,Inactive
19046,687,1,2948.4275366859306,2,2,3,2,2,3,7,223,Inactive
18831,687,1,2998.1775965100032,2,2,3,2,2,3,7,223,Inactive
19794,686,1,72.07332210793977,2,2,1,2,2,1,5,221,Inactive
16659,686,1,5830.006175886263,2,2,4,2,2,4,8,224,Inactive
10441,686,1,2614.8266029884,2,2,3,2,2,3,7,223,Inactive
16040,685,1,7012.585614062797,2,2,4,2,2,4,8,224,Inactive
15925,685,1,6014.705563475972,2,2,4,2,2,4,8,224,Inactive
17358,685,1,3263.366710105813,2,2,3,2,2,3,7,223,Inactive
14628,685,1,1458.8240753968505,2,2,2,2,2,2,6,222,Inactive
16370,684,1,2223.372763320899,2,2,2,2,2,2,6,222,Inactive
19528,684,1,241.26936264484965,2,2,1,2,2,1,5,221,Inactive
10948,684,1,3515.9493628146815,2,2,3,2,2,3,7,223,Inactive
18179,683,1,4057.3264900866993,2,2,3,2,2,3,7,223,Inactive
16115,683,1,1128.39743699529,2,2,2,2,2,2,6,222,Inactive
10459,683,1,1429.197754343329,2,2,2,2,2,2,6,222,Inactive
